появлялся	появляться	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
религией	религия	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
стремясь	стремиться	VERB	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Mid
пахло	пахнуть	VERB	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
образовались	образовываться	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid
плана	план	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
Паулюса	Паулюс	PROPN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
навести	навести	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
данными	данные	NOUN	Animacy=Inan|Case=Ins|Number=Plur
единственно	единственно	PART	_
паспорта	паспорт	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
подвести	подвести	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
участникам	участник	NOUN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur
уступают	уступать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
отвечал	отвечать	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
методам	метод	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur
консенсус	консенсус	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
историй	история	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
медицину	медицина	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
страной	страна	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
многих	много	NUM	_
дожидаясь	дожидаться	VERB	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Mid
Выборы	выборы	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
вернемся	вернуться	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid
Солтыс	Солтыс	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
бывший	бывший	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
радио	радио	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
радио	радио	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
рыночная	рыночный	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
долей	доля	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
долей	доля	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
двоек	двойка	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
искусству	искусство	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
стали	стать	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
стали	сталь	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
стали	стать	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid
искусства	искусство	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
выдает	выдавать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
XVII	xvii	NUM	_
часы	часы	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
часы	час	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
часы	часы	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
часы	час	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
убежища	убежище	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
китайских	китайский	ADJ	Case=Gen|Degree=Pos|Number=Plur
обладающий	обладать	VERB	Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act
Вашингтоне	Вашингтон	PROPN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
экструзии	экструзия	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
продавец	продавец	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
гордости	гордость	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
гордости	гордость	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
видя	видеть	VERB	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
аналитической	аналитический	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
тексте	текст	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
партия	партия	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
позже	поздно	ADV	Degree=Cmp
позже	позже	ADV	Degree=Pos
повсюду	повсюду	ADV	Degree=Pos
английского	английский	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
выигрыш	выигрыш	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
идеологической	идеологический	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
пожарной	пожарный	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
черты	черта	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
черты	черта	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
январь	январь	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
поставила	ставить	VERB	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
Рано	рано	ADV	Degree=Pos
воспользоваться	пользоваться	VERB	Aspect=Perf|VerbForm=Inf|Voice=Mid
Уже	уже	ADV	Degree=Pos
изучая	изучать	VERB	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
военно	военный	ADJ	Degree=Pos
странно	странный	ADJ	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short
странно	странно	ADV	Degree=Pos
мобильный	мобильный	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
штате	штат	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
нужды	нужда	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
ушло	уйти	VERB	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
Литва	Литва	PROPN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
сессии	сессия	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
сессии	сессия	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
культурных	культурный	ADJ	Case=Gen|Degree=Pos|Number=Plur
скажите	сказать	VERB	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act
усиления	усиление	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
убирать	убирать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
мирных	мирный	ADJ	Case=Gen|Degree=Pos|Number=Plur
причинами	причина	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur
высшую	высший	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
Крэйн	Крэйн	PROPN	Foreign=Yes
перестройке	перестройка	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
рассмотрении	рассмотрение	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
немцы	немец	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
риски	риск	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
риски	риск	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
повредить	повредить	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
политике	политика	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
политике	политика	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
вторым	второй	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
вторым	второй	ADJ	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing
протест	протест	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
протест	протест	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
талантливым	талантливый	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
Нужен	нужный	ADJ	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short
кофе	кофе	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
защита	защита	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
короны	корона	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
думается	думаться	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
оценивает	оценивать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
океана	океан	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
толщину	толщина	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
особой	особый	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
особой	особый	ADJ	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing
алгоритма	алгоритм	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
понадобилось	понадобиться	VERB	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
данной	данный	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
данной	данный	ADJ	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing
некие	некий	DET	Case=Acc|Number=Plur
долгое	долгий	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
долгое	долгий	ADJ	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
мероприятиях	мероприятие	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur
сюжета	сюжет	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
инвалидам	инвалид	NOUN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur
пробыл	пробыть	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
Госдуму	Госдума	PROPN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
глубину	глубина	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
понимания	понимание	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
глуши	глушь	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
офиса	офис	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
означают	означать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
совпадали	совпадать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
учреждении	учреждение	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
соответствующие	соответствующий	ADJ	Case=Nom|Degree=Pos|Number=Plur
соответствующие	соответствующий	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur
ста	сто	NUM	Case=Gen
стимулировать	стимулировать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
печени	печень	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
вызвали	вызвать	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
художники	художник	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
разрушаются	разрушаться	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
внутреннюю	внутренний	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
администрация	администрация	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
разногласия	разногласие	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
Предметом	предмет	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
развиваются	развиваться	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
память	память	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
память	память	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
неудобно	неудобный	ADJ	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short
состоянии	состояние	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
твое	твой	DET	Case=Nom|Gender=Neut|Number=Sing
твое	твой	DET	Case=Acc|Gender=Neut|Number=Sing
объединив	объединить	VERB	Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Act
прочные	прочный	ADJ	Case=Nom|Degree=Pos|Number=Plur
Илье	Илья	PROPN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing
выдают	выдавать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
знание	знание	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
знание	знание	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
государству	государство	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
способной	способный	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
заведения	заведение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
заведения	заведение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
Один	один	DET	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
Один	один	NUM	Case=Nom|Gender=Masc
Один	один	NUM	Animacy=Inan|Case=Acc|Gender=Masc
Увы	увы	ADV	Degree=Pos
миманса	миманс	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
несоответствие	несоответствие	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
отчасти	отчасти	ADV	Degree=Pos
деньгами	деньги	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur
Берии	Берия	PROPN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
составили	составить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
протоколу	протокол	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
Управления	Управление	PROPN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
надежно	надежно	ADV	Degree=Pos
другой	другой	ADJ	Case=Dat|Degree=Pos|Gender=Fem|Number=Sing
другой	другой	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
другой	другой	ADJ	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing
другой	другой	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
другой	другой	ADJ	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing
другой	другой	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
глаза	глаз	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
глаза	глаз	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
глаза	глаз	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
1999	1999	NUM	_
удивительно	удивительно	ADV	Degree=Pos
удивительно	удивительный	ADJ	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short
предыдущих	предыдущий	ADJ	Case=Gen|Degree=Pos|Number=Plur
хозяйством	хозяйство	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
вызывают	вызывать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
актов	акт	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
сведений	сведение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
расстрела	расстрел	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
тенденцию	тенденция	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
прогресса	прогресс	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
ощущать	ощущать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
гулять	гулять	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
Большое	большой	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
некотором	некоторый	DET	Case=Loc|Gender=Masc|Number=Sing
успехах	успех	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
совокупности	совокупность	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
Еще	еще	ADV	Degree=Pos
левых	левый	ADJ	Case=Gen|Degree=Pos|Number=Plur
моря	море	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
китайские	китайский	ADJ	Case=Nom|Degree=Pos|Number=Plur
небольшое	небольшой	ADJ	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
небольшое	небольшой	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
сфере	сфера	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
на	на	ADP	_
землетрясение	землетрясение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
введение	введение	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
введение	введение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
противоречий	противоречие	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
моделисты	моделист	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
массив	массив	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
массив	массив	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
дошло	дойти	VERB	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
октября	октябрь	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
объект	объект	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
объект	объект	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
возглавил	возглавить	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
мошенничества	мошенничество	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
Ярослав	Ярослав	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
Актуальные	актуальный	ADJ	Case=Nom|Degree=Pos|Number=Plur
держали	держать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
здоровью	здоровье	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
велика	большой	ADJ	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short
республики	республика	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
трудностей	трудность	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
члены	член	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
основании	основание	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
реальным	реальный	ADJ	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing
высокотехнологичных	высокотехнологичный	ADJ	Case=Gen|Degree=Pos|Number=Plur
нервов	нерв	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
подачи	подача	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
изобретать	изобретать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
выполнении	выполнение	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
шире	широкий	ADJ	Degree=Cmp
шире	широко	ADV	Degree=Cmp
бремя	бремя	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
бремя	бремя	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
детской	детский	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
Верховном	верховный	ADJ	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
виновных	виновный	ADJ	Case=Gen|Degree=Pos|Number=Plur
виновных	виновный	ADJ	Animacy=Anim|Case=Acc|Degree=Pos|Number=Plur
бюджеты	бюджет	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
подготовленных	подготовить	VERB	Aspect=Perf|Case=Gen|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass
преодолевать	преодолевать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
либеральную	либеральный	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
лучшего	лучший	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
лучшего	лучший	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
обострения	обострение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
снег	снег	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
снег	снег	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
официального	официальный	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
официального	официальный	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
Стоимость	стоимость	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
тексту	текст	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
предложением	предложение	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
хорошие	хороший	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur
хорошие	хороший	ADJ	Case=Nom|Degree=Pos|Number=Plur
иных	иной	ADJ	Case=Loc|Degree=Pos|Number=Plur
иных	иной	ADJ	Case=Gen|Degree=Pos|Number=Plur
знали	знать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
мной	я	PRON	Case=Ins|Number=Sing|Person=1
участниками	участник	NOUN	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur
общаться	общаться	VERB	Aspect=Imp|VerbForm=Inf|Voice=Mid
гражданин	гражданин	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
административных	административный	ADJ	Case=Gen|Degree=Pos|Number=Plur
